Year,Rank,Recipient,Country,Career,Tied,Title
2022,7,"Eloise Koss",Croatia,"Personal Service Worker",0,"Eloise Koss"
2022,8,"Cindy Boehm",Bolivia,"Art Teacher",0,"Cindy Boehm"
2022,9,"Francisca Abbott I",Qatar,"Maintenance Worker",0,"Francisca Abbott I"
2022,10,"Ona Jast",Korea,"Account Manager",0,"Ona Jast"
2022,1,"Maribel Kovacek Jr.",Chad,"Marine Architect",0,"Maribel Kovacek Jr."
2022,2,"Mallie Fahey",Uzbekistan,"Residential Advisor",0,"Mallie Fahey"
2022,3,"Dr. Randi Cummerata DDS","Cocos (Keeling) Islands","Pressing Machine Operator",0,"Dr. Randi Cummerata DDS"
2022,4,"Scarlett Lockman",Comoros,"Life Science Technician",0,"Scarlett Lockman"
2022,5,"Jalon Spinka","Czech Republic","Pantograph Engraver",0,"Jalon Spinka"
2022,6,"Sandra McDermott",Burundi,"Pipe Fitter",0,"Sandra McDermott"
2022,7,"Kenny Kerluke",Uzbekistan,"Teacher Assistant",0,"Kenny Kerluke"
2022,8,"Leonard Casper",Mayotte,Lawyer,0,"Leonard Casper"
2022,9,"Loyce Swaniawski",Gabon,"Database Administrator",0,"Loyce Swaniawski"
2022,10,"Mrs. Claudine Kihn DVM","Cayman Islands","Nuclear Medicine Technologist",0,"Mrs. Claudine Kihn DVM"
2022,1,"Miss Raquel Gorczany",Mexico,"Streetcar Operator",0,"Miss Raquel Gorczany"
2022,2,"Dr. Ludwig Gaylord I","British Indian Ocean Territory (Chagos Archipelago)","Music Composer",0,"Dr. Ludwig Gaylord I"
2022,3,"Alaina Hauck II","El Salvador","Credit Checker",0,"Alaina Hauck II"
2022,4,"Tressa Lemke",Japan,"Sports Book Writer",0,"Tressa Lemke"
2022,5,"Bettie Legros",Maldives,"Nonfarm Animal Caretaker",0,"Bettie Legros"
2022,6,"Roslyn Blick DDS","Slovakia (Slovak Republic)",Anesthesiologist,0,"Roslyn Blick DDS"
2022,7,"Nicholas Rosenbaum","Wallis and Futuna","Employment Interviewer",0,"Nicholas Rosenbaum"
2022,8,"Hulda Cronin MD",Guernsey,"Rotary Drill Operator",0,"Hulda Cronin MD"
2022,9,"Mr. Dax Bailey",Macedonia,"Explosives Expert",0,"Mr. Dax Bailey"
2022,10,"Rowland Lubowitz","Costa Rica","Alteration Tailor",0,"Rowland Lubowitz"
2022,1,"Dessie Hettinger",Albania,"Railroad Switch Operator",0,"Dessie Hettinger"
2022,2,"Heloise Gleichner",Malaysia,"Immigration Inspector OR Customs Inspector",0,"Heloise Gleichner"
2022,3,"Jarvis Herman",Poland,"Agricultural Sciences Teacher",0,"Jarvis Herman"
2022,4,"Bonita Bauch","Libyan Arab Jamahiriya","Photographic Process Worker",0,"Bonita Bauch"
2022,5,"Dr. Felicity Cronin II",Reunion,"Stone Cutter",0,"Dr. Felicity Cronin II"
2022,6,"Mr. Camden Stracke","British Virgin Islands","Data Entry Operator",0,"Mr. Camden Stracke"
2022,7,"Garnet Bosco",Malta,Designer,0,"Garnet Bosco"
2022,8,"Marcellus Muller",Colombia,"Law Teacher",0,"Marcellus Muller"
2022,9,"Mrs. Reta Witting","Puerto Rico","Correctional Officer",0,"Mrs. Reta Witting"
2022,10,"Tod Mann",Lithuania,Spotters,0,"Tod Mann"
2022,1,"Dr. Shawn Kirlin",Colombia,"Textile Machine Operator",0,"Dr. Shawn Kirlin"
2022,2,"Leanne Smith",Jordan,"First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Leanne Smith"
2022,3,"Lauretta Kilback II",Romania,"Meat Packer",0,"Lauretta Kilback II"
2022,4,"Prof. Blaise Ferry","Northern Mariana Islands","Medical Records Technician",0,"Prof. Blaise Ferry"
2022,5,"Prof. Taylor Keeling","Saint Lucia",Grips,0,"Prof. Taylor Keeling"
2022,6,"Maximillian Durgan",Thailand,"Pressing Machine Operator",0,"Maximillian Durgan"
2022,7,"Bruce Auer",Mauritania,"Administrative Support Supervisors",0,"Bruce Auer"
2022,8,"Dr. Clint Schultz IV",Reunion,Manager,0,"Dr. Clint Schultz IV"
2022,9,"Mellie Borer","Syrian Arab Republic","Athletic Trainer",0,"Mellie Borer"
2022,10,"Prof. Myah Nikolaus I","Saudi Arabia","Freight and Material Mover",0,"Prof. Myah Nikolaus I"
2022,1,"Carey Lynch",Iraq,"Market Research Analyst",0,"Carey Lynch"
2022,2,"Mr. Hailey Medhurst",Congo,"Fraud Investigator",0,"Mr. Hailey Medhurst"
2022,3,"Aurelia Hermann",Gibraltar,"Food Tobacco Roasting",0,"Aurelia Hermann"
2022,4,"Golden Schamberger",Turkey,"Compensation and Benefits Manager",0,"Golden Schamberger"
2022,5,"Rashad Miller",Somalia,"Desktop Publisher",0,"Rashad Miller"
2022,6,"Jamaal Jenkins",Croatia,"Diagnostic Medical Sonographer",0,"Jamaal Jenkins"
2022,7,"Dr. Jamel Bednar",Vietnam,"Residential Advisor",0,"Dr. Jamel Bednar"
2022,8,"Gail Medhurst",Chad,"Public Health Social Worker",0,"Gail Medhurst"
2022,9,"Ms. Sasha Bernhard",Colombia,Coroner,0,"Ms. Sasha Bernhard"
2022,10,"Miss Raquel Rice MD",Lithuania,"Material Moving Worker",0,"Miss Raquel Rice MD"
2022,1,"Aracely Turner","Equatorial Guinea","Mathematical Science Teacher",0,"Aracely Turner"
2022,2,"Aiyana Fritsch","Cote d'Ivoire","Public Relations Specialist",0,"Aiyana Fritsch"
2022,3,"Carlo Bosco",Ghana,"Data Processing Equipment Repairer",0,"Carlo Bosco"
2022,4,"Jazmyn Herzog",Egypt,"Door To Door Sales",0,"Jazmyn Herzog"
2022,5,"Jonas Ullrich",Martinique,"Visual Designer",0,"Jonas Ullrich"
2022,6,"Brook Lind Sr.",Norway,"Nursing Aide",0,"Brook Lind Sr."
2022,7,"Trace Hartmann Jr.","El Salvador","Painter and Illustrator",0,"Trace Hartmann Jr."
2022,8,"Mr. Newell Anderson",Austria,"Occupational Therapist Aide",0,"Mr. Newell Anderson"
2022,9,"Prof. Carmen Wisozk",Sweden,"Fishery Worker",0,"Prof. Carmen Wisozk"
2022,10,"Quinten Tremblay",Japan,"Supervisor Fire Fighting Worker",0,"Quinten Tremblay"
2022,1,"Cicero Schiller V",Belarus,"Jewelry Model OR Mold Makers",0,"Cicero Schiller V"
2022,2,"Louisa Lebsack","Czech Republic","Surgical Technologist",0,"Louisa Lebsack"
2022,3,"Justice Leannon",Ethiopia,"Physical Scientist",0,"Justice Leannon"
2022,4,"Madie Erdman DVM","United States of America",TSA,0,"Madie Erdman DVM"
2022,5,"Mr. Dennis Jakubowski IV","Holy See (Vatican City State)","Plasterer OR Stucco Mason",0,"Mr. Dennis Jakubowski IV"
2022,6,"Connor Gottlieb IV",Nigeria,Embalmer,0,"Connor Gottlieb IV"
2022,7,"Ms. Brittany Lehner MD",Serbia,"Flight Attendant",0,"Ms. Brittany Lehner MD"
2022,8,"Kristin Hirthe III",Greece,"Loading Machine Operator",0,"Kristin Hirthe III"
2022,9,"Kristofer Ondricka MD",Tanzania,"Mail Clerk",0,"Kristofer Ondricka MD"
2022,10,"Ms. Madeline Lang",Tuvalu,"Law Teacher",0,"Ms. Madeline Lang"
2022,1,"Brandy Lakin",Lithuania,"Electrical Drafter",0,"Brandy Lakin"
2022,2,"Mrs. Sasha Hoeger",Aruba,"Commercial Diver",0,"Mrs. Sasha Hoeger"
2022,3,"Savanah Mante V",Maldives,Veterinarian,0,"Savanah Mante V"
2022,4,"Emilie Cummerata",Aruba,"Cooling and Freezing Equipment Operator",0,"Emilie Cummerata"
2022,5,"Prof. Vivien Rau V",Ukraine,"Personnel Recruiter",0,"Prof. Vivien Rau V"
2022,6,"Alejandra Johnson I",China,"Procurement Clerk",0,"Alejandra Johnson I"
2022,7,"Mr. Brook Harber",Fiji,"Animal Care Workers",0,"Mr. Brook Harber"
2022,8,"Yesenia Batz","Faroe Islands","Production Planner",0,"Yesenia Batz"
2022,9,"Clementine Bashirian","Marshall Islands","Military Officer",0,"Clementine Bashirian"
2022,10,"Kelsie Koch","Faroe Islands","Nuclear Power Reactor Operator",0,"Kelsie Koch"
2022,1,"Brennan Dicki","Sri Lanka","Gas Compressor Operator",0,"Brennan Dicki"
2022,2,"Clovis Altenwerth PhD","Equatorial Guinea","Industrial Production Manager",0,"Clovis Altenwerth PhD"
2022,3,"Dr. Deon Terry III","Holy See (Vatican City State)","Machine Tool Operator",0,"Dr. Deon Terry III"
2022,4,"Mr. Joan McCullough",Haiti,"Reservation Agent OR Transportation Ticket Agent",0,"Mr. Joan McCullough"
2022,5,"Yolanda Sipes",Aruba,"Supervisor of Police",0,"Yolanda Sipes"
2022,6,"Rosendo Langworth",Portugal,"Precious Stone Worker",0,"Rosendo Langworth"
2022,7,"Sid Little",Nicaragua,"Electric Meter Installer",0,"Sid Little"
2022,8,"Gilberto Emmerich",Gambia,"Nursery Manager",0,"Gilberto Emmerich"
2022,9,"Karine Ondricka",Latvia,"Numerical Tool Programmer OR Process Control Programmer",0,"Karine Ondricka"
2022,10,"Nathanial Pfannerstill",Ethiopia,"Agricultural Equipment Operator",0,"Nathanial Pfannerstill"
2022,1,"Eliza Luettgen",Croatia,"Plumber OR Pipefitter OR Steamfitter",0,"Eliza Luettgen"
2022,2,"Shad Rutherford",Mali,"Mining Engineer OR Geological Engineer",0,"Shad Rutherford"
2022,3,"Prof. Helena Hoppe",Ghana,"Oil Service Unit Operator",0,"Prof. Helena Hoppe"
2022,4,"Tremaine Kemmer",Ecuador,"Aircraft Mechanics OR Aircraft Service Technician",0,"Tremaine Kemmer"
2022,5,"Skye Gleason","Svalbard & Jan Mayen Islands","Motor Vehicle Inspector",0,"Skye Gleason"
2022,6,"Jayde Koepp MD",Austria,"Music Arranger and Orchestrator",0,"Jayde Koepp MD"
2022,7,"Idella Predovic",China,"Electrical Engineer",0,"Idella Predovic"
2022,8,"Lourdes Orn",Venezuela,"Environmental Compliance Inspector",0,"Lourdes Orn"
2022,9,"Mr. Edward Haley",Thailand,"Procurement Clerk",0,"Mr. Edward Haley"
2022,10,"Ashley Hodkiewicz",Micronesia,"Shoe and Leather Repairer",0,"Ashley Hodkiewicz"
2022,1,"Ms. Antonia Romaguera",Poland,"Agricultural Technician",0,"Ms. Antonia Romaguera"
2022,2,"Ernie Powlowski",Vanuatu,"Automotive Glass Installers",0,"Ernie Powlowski"
2022,3,"Elyssa Willms",Luxembourg,"Commercial Pilot",0,"Elyssa Willms"
2022,4,"Flo Paucek",Rwanda,"Electrical Drafter",0,"Flo Paucek"
2022,5,"Nicklaus Spencer",Uzbekistan,"Heating and Air Conditioning Mechanic",0,"Nicklaus Spencer"
2022,6,"Prof. Preston Rodriguez III",Cambodia,Engineer,0,"Prof. Preston Rodriguez III"
2022,7,"Destiney Stroman","Slovakia (Slovak Republic)","Airfield Operations Specialist",0,"Destiney Stroman"
2022,8,"Lionel Schultz",Bangladesh,"Pantograph Engraver",0,"Lionel Schultz"
2022,9,"Yadira Mraz",Tanzania,"Compliance Officers",0,"Yadira Mraz"
2022,10,"Mr. Norberto Jaskolski I",Ecuador,"Medical Scientists",0,"Mr. Norberto Jaskolski I"
2022,1,"Valentin Powlowski","Costa Rica","Ship Pilot",0,"Valentin Powlowski"
2022,2,"Prof. Marco Durgan III","American Samoa","Camera Operator",0,"Prof. Marco Durgan III"
2022,3,"Michel Braun",Honduras,"Gaming Service Worker",0,"Michel Braun"
2022,4,"Stan Schroeder",Burundi,"Automotive Glass Installers",0,"Stan Schroeder"
2022,5,"Andy Baumbach","Netherlands Antilles","Railroad Yard Worker",0,"Andy Baumbach"
2022,6,"Miss Karli Fay",Belarus,"Range Manager",0,"Miss Karli Fay"
2022,7,"Milan Morissette",Spain,"Political Scientist",0,"Milan Morissette"
2022,8,"Rasheed Hermiston",Albania,"Human Resource Manager",0,"Rasheed Hermiston"
2022,9,"Dr. Alycia Effertz",Martinique,Surveyor,0,"Dr. Alycia Effertz"
2022,10,"Alena Predovic","Marshall Islands","Life Scientists",0,"Alena Predovic"
2022,1,"Jadyn Kuvalis","El Salvador","Financial Examiner",0,"Jadyn Kuvalis"
2022,2,"Mia Kautzer","United Arab Emirates","Public Health Social Worker",0,"Mia Kautzer"
2022,3,"Lance O'Reilly",Nicaragua,"First-Line Supervisor-Manager of Landscaping, Lawn Service, and Groundskeeping Worker",0,"Lance O'Reilly"
2022,4,"Dr. Keshaun Gutmann","Antarctica (the territory South of 60 deg S)","Architectural Drafter OR Civil Drafter",0,"Dr. Keshaun Gutmann"
2022,5,"Mrs. Rubie Hegmann","Cape Verde","Financial Examiner",0,"Mrs. Rubie Hegmann"
2022,6,"Glen Rosenbaum PhD",Andorra,"Private Household Cook",0,"Glen Rosenbaum PhD"
2022,7,"Prof. Mckenzie Bradtke","Equatorial Guinea","Pile-Driver Operator",0,"Prof. Mckenzie Bradtke"
2022,8,"Miss Phyllis Cremin IV",Mauritius,Manicurists,0,"Miss Phyllis Cremin IV"
2022,9,"Hildegard Predovic",Serbia,"Textile Cutting Machine Operator",0,"Hildegard Predovic"
2022,10,"Dahlia Considine",Seychelles,"Materials Scientist",0,"Dahlia Considine"
2022,1,"Alden Flatley",Argentina,"Locker Room Attendant",0,"Alden Flatley"
2022,2,"Saige Parker MD",Tonga,"Excavating Machine Operator",0,"Saige Parker MD"
2022,3,"Prof. Yasmeen Bashirian",Mexico,"Airframe Mechanic",0,"Prof. Yasmeen Bashirian"
2022,4,"Erik O'Connell",Spain,"Insurance Investigator",0,"Erik O'Connell"
2022,5,"Maximillia Pfannerstill Sr.","Bosnia and Herzegovina","Precision Devices Inspector",0,"Maximillia Pfannerstill Sr."
2022,6,"Caleb Schoen",Seychelles,"Brake Machine Setter",0,"Caleb Schoen"
2022,7,"Prof. Kamren Crist I",Belarus,"Architecture Teacher",0,"Prof. Kamren Crist I"
2022,8,"Wyman Stroman DVM","Heard Island and McDonald Islands","Wind Instrument Repairer",0,"Wyman Stroman DVM"
2022,9,"Aniyah Beatty V",Mexico,Construction,0,"Aniyah Beatty V"
2022,10,"Adella Muller","British Virgin Islands","Video Editor",0,"Adella Muller"
2022,1,"Myles Little",Tanzania,"Plate Finisher",0,"Myles Little"
2022,2,"Ryann Bashirian II",Canada,"Private Sector Executive",0,"Ryann Bashirian II"
2022,3,"Felix Harber",Cyprus,"Engine Assembler",0,"Felix Harber"
2022,4,"Neha Gulgowski","Northern Mariana Islands","Stone Sawyer",0,"Neha Gulgowski"
2022,5,"Frieda Sipes",Panama,"Motorboat Operator",0,"Frieda Sipes"
2022,6,"Lucy White V","United States Minor Outlying Islands",Librarian,0,"Lucy White V"
2022,7,"Camila Rolfson","Western Sahara","Agricultural Sales Representative",0,"Camila Rolfson"
2022,8,"Lou Miller",Togo,Paperhanger,0,"Lou Miller"
2022,9,"Prof. Natasha Schaden PhD",Haiti,"Supervisor of Police",0,"Prof. Natasha Schaden PhD"
2022,10,"Ms. Cordia Cruickshank PhD","United States of America","Education Teacher",0,"Ms. Cordia Cruickshank PhD"
2022,1,"Florence Hane PhD",Guyana,Designer,0,"Florence Hane PhD"
2022,2,"Ms. Tyra Gutkowski",Mayotte,Boilermaker,0,"Ms. Tyra Gutkowski"
2022,3,"Billy Ebert DVM","Cayman Islands","Amusement Attendant",0,"Billy Ebert DVM"
2022,4,"Prof. Mary Cartwright DVM",Kazakhstan,"Fire Inspector",0,"Prof. Mary Cartwright DVM"
2022,5,"Dr. Jameson Auer PhD",Guinea-Bissau,"Brokerage Clerk",0,"Dr. Jameson Auer PhD"
2022,6,"Lance Thiel DDS","Costa Rica","Heavy Equipment Mechanic",0,"Lance Thiel DDS"
2022,7,"Dr. Dejon Brakus III",Taiwan,"Photographic Restorer",0,"Dr. Dejon Brakus III"
2022,8,"Ms. Delores Mante","French Southern Territories",Counselor,0,"Ms. Delores Mante"
2022,9,"Mrs. Elvera Prohaska",Mozambique,"Electronic Masking System Operator",0,"Mrs. Elvera Prohaska"
2022,10,"Tianna Bogan",Korea,Embalmer,0,"Tianna Bogan"
2022,1,"Adrienne DuBuque",Bangladesh,"Shipping and Receiving Clerk",0,"Adrienne DuBuque"
2022,2,"Susanna Pacocha",Cyprus,Farmer,0,"Susanna Pacocha"
2022,3,"Chyna Treutel",Korea,"Broadcast Technician",0,"Chyna Treutel"
2022,4,"Alvah Grimes",Mali,Tailor,0,"Alvah Grimes"
2022,5,"Shaina Brakus",Rwanda,"Radiologic Technologist and Technician",0,"Shaina Brakus"
2022,6,"Ruby Jerde",Iraq,"Agricultural Product Grader Sorter",0,"Ruby Jerde"
2022,7,"Ayden Daugherty",Cuba,"Insurance Claims Clerk",0,"Ayden Daugherty"
2022,8,"Sincere Franecki",Uganda,"Government Property Inspector",0,"Sincere Franecki"
2022,9,"Cristina Pfannerstill",Congo,"Fraud Investigator",0,"Cristina Pfannerstill"
2022,10,"Rylan Crooks",Brazil,"Telephone Operator",0,"Rylan Crooks"
2022,1,"Dr. Julius Senger Sr.","Faroe Islands","Product Promoter",0,"Dr. Julius Senger Sr."
2022,2,"Herminio Larkin III",Cambodia,"Railroad Yard Worker",0,"Herminio Larkin III"
2022,3,"Kaylee Wiza","New Caledonia","Broadcast News Analyst",0,"Kaylee Wiza"
2022,4,"Prof. Ryan Batz",Montserrat,Usher,0,"Prof. Ryan Batz"
2022,5,"Janessa Friesen",Niger,"Carpet Installer",0,"Janessa Friesen"
2022,6,"Turner Kessler",France,"Video Editor",0,"Turner Kessler"
2022,7,"Prof. Jeffrey Corwin I",Finland,"Tree Trimmer",0,"Prof. Jeffrey Corwin I"
2022,8,"Brody Daugherty","Christmas Island","Materials Engineer",0,"Brody Daugherty"
2022,9,"Deven Hessel",Monaco,"Forging Machine Setter",0,"Deven Hessel"
2022,10,"Bryon Hessel",Macedonia,"Movie Director oR Theatre Director",0,"Bryon Hessel"
2022,1,"Prof. Jaleel Quigley I","Northern Mariana Islands","Central Office Operator",0,"Prof. Jaleel Quigley I"
2022,2,"Lela Feest",Yemen,"Community Service Manager",0,"Lela Feest"
2022,3,"Carmine Morar II",Malta,"Medical Technician",0,"Carmine Morar II"
2022,4,"Celine Schaefer",Belarus,"Photographic Restorer",0,"Celine Schaefer"
2022,5,"Marcelle Larkin Sr.","Slovakia (Slovak Republic)","School Bus Driver",0,"Marcelle Larkin Sr."
2022,6,"Heidi Lueilwitz","British Virgin Islands","Reporters OR Correspondent",0,"Heidi Lueilwitz"
2022,7,"Prof. Aiden Hettinger I",Korea,"Vice President Of Marketing",0,"Prof. Aiden Hettinger I"
2022,8,"Richard Homenick",Latvia,Librarian,0,"Richard Homenick"
2022,9,"Paige Hirthe",Slovenia,"Woodworking Machine Setter",0,"Paige Hirthe"
2022,10,"Bridget Hayes",Paraguay,"General Practitioner",0,"Bridget Hayes"
2022,1,"Benton Hegmann",Iceland,"Short Order Cook",0,"Benton Hegmann"
2022,2,"Casandra McKenzie",Israel,"Recreation Worker",0,"Casandra McKenzie"
2022,3,"Miss Ruth Schmitt",Chile,"Court Clerk",0,"Miss Ruth Schmitt"
2022,4,"Paula Daniel","Saint Barthelemy","HR Specialist",0,"Paula Daniel"
2022,5,"Dr. Garnet Jacobi",Haiti,"Architectural Drafter OR Civil Drafter",0,"Dr. Garnet Jacobi"
2022,6,"Nicola West","New Zealand",Embalmer,0,"Nicola West"
2022,7,"Laurence Kuhic","Norfolk Island","Train Crew",0,"Laurence Kuhic"
2022,8,"Miss Hildegard Senger II","Sierra Leone",Electrotyper,0,"Miss Hildegard Senger II"
2022,9,"Shyanne Reinger",Lithuania,"Media and Communication Worker",0,"Shyanne Reinger"
2022,10,"Zelma Schuppe PhD",Jamaica,"Animal Trainer",0,"Zelma Schuppe PhD"
2022,1,"Ms. Amara Kuvalis",Bulgaria,Concierge,0,"Ms. Amara Kuvalis"
2022,2,"Mrs. Leora Stanton III","Slovakia (Slovak Republic)","Home Appliance Installer",0,"Mrs. Leora Stanton III"
2022,3,"Lorenzo Simonis",Fiji,"Paper Goods Machine Operator",0,"Lorenzo Simonis"
2022,4,"Alyson Hackett",Peru,"Securities Sales Agent",0,"Alyson Hackett"
2022,5,"Prof. Kian Konopelski MD",Pakistan,Orthodontist,0,"Prof. Kian Konopelski MD"
2022,6,"Prof. Gabrielle Medhurst V","Saint Vincent and the Grenadines","Hotel Desk Clerk",0,"Prof. Gabrielle Medhurst V"
2022,7,"Dr. Blake Schiller",Italy,"Online Marketing Analyst",0,"Dr. Blake Schiller"
2022,8,"Laverna Herzog",Egypt,"Credit Checkers Clerk",0,"Laverna Herzog"
2022,9,"Dr. Reginald Larson V","French Guiana","Chemical Plant Operator",0,"Dr. Reginald Larson V"
2022,10,"Randal Hudson",Nauru,"Child Care",0,"Randal Hudson"
2022,1,"Shyanne Christiansen",Yemen,"Meat Packer",0,"Shyanne Christiansen"
2022,2,"Alba Veum",Benin,"Craft Artist",0,"Alba Veum"
2022,3,"Estrella White",Mongolia,"Night Shift",0,"Estrella White"
2022,4,"Darrel Vandervort",Grenada,Coroner,0,"Darrel Vandervort"
2022,5,"Amara Stoltenberg",Japan,"Public Transportation Inspector",0,"Amara Stoltenberg"
2022,6,"Sarai Crist Jr.",Burundi,"Event Planner",0,"Sarai Crist Jr."
2022,7,"Tomasa Durgan Sr.","Northern Mariana Islands","Welding Machine Operator",0,"Tomasa Durgan Sr."
2022,8,"Alexanne Rohan",Luxembourg,"Annealing Machine Operator",0,"Alexanne Rohan"
2022,9,"Russ Rice",Uruguay,"Mathematical Science Teacher",0,"Russ Rice"
2022,10,"Ryann Casper",France,"Multiple Machine Tool Setter",0,"Ryann Casper"
2022,1,"Alexys Langosh",Bolivia,"Desktop Publisher",0,"Alexys Langosh"
2022,2,"Raymond Lemke","Papua New Guinea",Microbiologist,0,"Raymond Lemke"
2022,3,"Dr. Lee Beatty PhD",Uganda,"Physics Teacher",0,"Dr. Lee Beatty PhD"
2022,4,"Marcelino Collier",Namibia,"Lathe Operator",0,"Marcelino Collier"
2022,5,"Miss Audie Auer",Malaysia,"Fashion Model",0,"Miss Audie Auer"
2022,6,"Misael Hoeger","Kyrgyz Republic","Materials Scientist",0,"Misael Hoeger"
2022,7,"Frida Borer",Swaziland,"Plant and System Operator",0,"Frida Borer"
2022,8,"Murray Feil",Lebanon,"Geological Sample Test Technician",0,"Murray Feil"
2022,9,"Javier Tromp MD","Kyrgyz Republic","Mining Engineer OR Geological Engineer",0,"Javier Tromp MD"
2022,10,"Margarete Brown DVM",Zimbabwe,"Diesel Engine Specialist",0,"Margarete Brown DVM"
2022,1,"Pansy Conn",Djibouti,"Director Of Talent Acquisition",0,"Pansy Conn"
2022,2,"Dr. Jedediah Douglas II",Jersey,"Sawing Machine Operator",0,"Dr. Jedediah Douglas II"
2022,3,"Oliver Towne",Andorra,Recruiter,0,"Oliver Towne"
2022,4,"Jimmie Kautzer PhD",Japan,"Insurance Sales Agent",0,"Jimmie Kautzer PhD"
2022,5,"Alvah White",Somalia,Pediatricians,0,"Alvah White"
2022,6,"Gunner Pollich",Guinea,"Manager of Weapons Specialists",0,"Gunner Pollich"
2022,7,"Mrs. Mayra Koepp",Samoa,"Aircraft Launch Specialist",0,"Mrs. Mayra Koepp"
2022,8,"Mr. Reynold Bradtke PhD",Romania,"Food Scientists and Technologist",0,"Mr. Reynold Bradtke PhD"
2022,9,"Arno Hand",Ethiopia,"Claims Examiner",0,"Arno Hand"
2022,10,"Marta Douglas","Central African Republic","Terrazzo Workes and Finisher",0,"Marta Douglas"
2022,1,"Yvette Weimann",Greece,"Transportation Equipment Maintenance",0,"Yvette Weimann"
2022,2,"Ms. Lilla Labadie",Djibouti,"Nursing Aide",0,"Ms. Lilla Labadie"
2022,3,"Lilian Carter PhD","Palestinian Territories","Plating Machine Operator",0,"Lilian Carter PhD"
2022,4,"Dr. Mose Oberbrunner","Costa Rica","New Accounts Clerk",0,"Dr. Mose Oberbrunner"
2022,5,"Mrs. Melyssa Eichmann III",Ireland,"Video Editor",0,"Mrs. Melyssa Eichmann III"
2022,6,"Mr. Keeley Schmeler Jr.",Mauritania,"Furnace Operator",0,"Mr. Keeley Schmeler Jr."
2022,7,"Zachary Buckridge",Malaysia,Internist,0,"Zachary Buckridge"
2022,8,"Rudy Fritsch","Kyrgyz Republic","Recordkeeping Clerk",0,"Rudy Fritsch"
2022,9,"Palma Sipes",Kuwait,"Percussion Instrument Repairer",0,"Palma Sipes"
2022,10,"Ardith Stiedemann","Cote d'Ivoire","Civil Engineering Technician",0,"Ardith Stiedemann"
2022,1,"Prof. Lincoln Kessler",Timor-Leste,"Travel Clerk",0,"Prof. Lincoln Kessler"
2022,2,"Fannie Heidenreich V",Denmark,"Anthropology Teacher",0,"Fannie Heidenreich V"
2022,3,"Prof. Antonetta O'Hara",Greenland,"Social Media Marketing Manager",0,"Prof. Antonetta O'Hara"
2022,4,"Mrs. Berenice Nicolas PhD",Reunion,Millwright,0,"Mrs. Berenice Nicolas PhD"
2022,5,"Dr. Tracy Graham DVM","Cote d'Ivoire","Cooling and Freezing Equipment Operator",0,"Dr. Tracy Graham DVM"
2022,6,"Helene Lebsack",India,"Fire Inspector",0,"Helene Lebsack"
